id,myTime,myFramerate,myResolution,shaderTitle,shaderStatsLikes,shaderAuthorName,shaderAuthorDate,shaderStatsViewed,shaderDescription,shaderStatsComments
925,0.38,1.1 fps,420 x 236,GPU Ray Tracing,34,willp,2019-10-20,7677,A ShaderToy example of implementing Peter Shirley's ray tracing book on the GPU.,6
926,2.52,60.0 fps,420 x 236,Sunset,40,iq,2014-07-14,7683,An improvised palm tree during a live coded presentation on computer graphics. The coding process with explanations is here: https://www.youtube.com/watch?v=0ifChJ0nJfM,7
927,0.60,55.4 fps,420 x 236,Galaxy Trip,81,xbe,2014-07-28,7669,Remix of the Start Tunnel shader by P_Malin adding background nebulea and different stars colors. May still need to modify stars shapes for something less regular.,6
928,0.88,52.6 fps,420 x 236,Bobsled,40,dr2,2015-09-21,7676,Downhill fast...,9
929,0.65,62.2 fps,420 x 236,Promethean,129,nimitz,2015-05-13,7655,"Trying to get interesting stateless partilcle-like systems.

Wipe Up/Down = frequency",5
930,1.20,60.0 fps,420 x 236,Sinuous,290,nimitz,2016-07-07,7653,fluid-like motion imitation,10
931,2.06,60.0 fps,420 x 236,Sobel Filter,66,Forceflow,2013-08-16,7656,"Based on http://en.wikipedia.org/wiki/Sobel_operator, can be used for edge detection.
A very basic example to start other work from (and also my first submission to shadertoy ;) )",1
932,1.21,60.0 fps,420 x 236,EiffieBox,52,eiffie,2015-03-04,7645,EiffieBox by eiffie... its a box... it says eiffie...  so I called it that.,4
933,1.76,59.8 fps,420 x 236,Volumetric Raymarching Sample,132,suyoku,2020-04-23,7643,"Simple-ish volume raymeracher. Use the mouse to move the camera around.

Set PERFORMANCE_MODE 1 if you want to run this on slower hardware (laptop or phone)",4
934,0.84,62.7 fps,420 x 236,Hologram Boxes,190,kaneta,2019-04-19,7638,Like SF,11
935,1.18,60.1 fps,420 x 236,Möbius transformation 1,31,Reedbeta,2017-10-01,7639,"Animated Möbius transformation (complex projective transformation) applied to the plane, a simple example of a conformal map. The unit square is highlighted in blue.",4
936,1.85,60.1 fps,420 x 236,rainbow flow 2,34,teriyaki,2018-02-07,7645,more simplex noise and hsv,1
937,0.97,60.0 fps,420 x 236,Banding gradients,23,frZ,2017-11-30,7637,Simple gradient animated gradients,4
938,0.21,1.1 fps,420 x 236,Candlestick,62,P_Malin,2013-07-17,7620,Playing with iterative raymarching and cubemap materials.,14
939,1.00,59.9 fps,420 x 236,Non-accurate atmosphere,82,robobo1221,2017-11-07,7630,Just another non-physical-based sky I made. I hope you like it!,7
940,,,,,,,,,,
941,2.03,60.0 fps,420 x 236,Symmetric Origins,100,otaviogood,2014-11-27,7605,A fractal that behaves like a Rubik's cube with a bit of a dyson sphere feel.,6
942,2.60,59.9 fps,420 x 236,Pixel Sorting,57,cornusammonis,2016-01-09,7611,Pixel sorting (by color magnitude) along the y axis.,5
943,0.00,00.0 fps,420 x 236,Voronoi - hierarchical,73,iq,2015-02-13,7597,Hierarchical Voronoi. An attempt really.,3
944,0.39,1.4 fps,420 x 236,BadLand,45,kuvkar,2015-05-14,7592,"Use mouse to control target position.

Attempted to make ""inverse kinematics"" in shader. I'm turning each joint towards the target slightly at each iteration. It works ok-ish i think. 
",12
945,0.94,57.1 fps,420 x 236,Floating Mountains,123,mu6k,2014-02-18,7574,Look around with mouse! Raymarched noise based terrain. Wait for the water to lower/rise!,10
946,2.26,59.9 fps,420 x 236,Isolines,44,iq,2013-03-15,7571,"Yet another meta-ball based isoline effect. Basically, a regular potential based scalar field is computed (based in 10 charges) and used to index into a 1D texture (in this case, a slice of a 2D texture). ",5
947,0.70,56.4 fps,420 x 236,[NV15] Invader's,42,iapafoto,2014-02-20,7568,"Try to make a short animation with various sequences, objects, effects, movements, materials and textures
[Mouse] Control camera angle
(code is not cleaned for the moment)",21
948,1.65,60.0 fps,420 x 236,Ethereal,209,Kali,2015-08-17,7555,"A volumetric rendering of 3D kaliset fractal using raytraced spheres for 2D slices, allowing a smooth rotation movement. Mouse enabled.",8
949,2.04,60.1 fps,420 x 236,AudioSurf,65,4rknova,2013-05-09,7544,A simple audio visualization.,4
950,1.36,60.1 fps,420 x 236,1D Quadratic Uniform B-Spline II,30,demofox,2015-06-20,7552,"1D Quadratic B-Spline.  Mouse controls the yellow control point.
There are 8 control points P0-P7 and implicitly 11 knots: [0-10]. Only time 2.0 through 8.0 are valid due to how bsplines work.
Signed distance used for rendering curve.",1
951,1.93,60.0 fps,420 x 236,[TWITCH] Mandelbox Sweeper,156,evvvvil,2020-02-27,7545,"Mandelbox Sweeper - Result of an improvised live coding session on Twitch
LIVE SHADER CODING, SHADER SHOWDOWN STYLE, EVERY TUESDAYS 21:00 Uk time:
https://www.twitch.tv/evvvvil_",21
952,2.64,59.9 fps,420 x 236,Montecarlo PDE (1),66,iq,2020-05-07,7511,Playing with http://www.cs.cmu.edu/~kmcrane/Projects/MonteCarloGeometryProcessing/paper.pdf. See https://www.shadertoy.com/view/WdXfzl for a more advanced example,6
953,1.78,59.9 fps,420 x 236,After rain,32,FatumR,2014-11-08,7500,Mountains (correct clouds scattering should be added),6
954,1.88,60.1 fps,420 x 236,Corridor Travel,246,NuSan,2020-03-14,7505,"Inspired by ""past racer"" by jetlab",18
955,1.54,59.9 fps,420 x 236,"glitch 02, shampain",91,hornet,2014-11-08,7506,"mouse-xpos to vary intensity
Second glitch-effect from the demo 'shampain': http://www.pouet.net/prod.php?which=60539",11
956,0.09,0.9 fps,420 x 236,Bacterium,180,vgs,2014-12-01,7486,"Bacterium, bacteria, bacterias...
My first try at anti-aliasing thanks to eiffie and his shader AA methods.",16
957,0.62,61.6 fps,420 x 236,Audio Flight v2 (strobes),75,byt3_m3chanic,2022-04-15,7494,"Audio Flight 🚀 v2 - >> caution/strobing effects << - seriously in 46 seconds..
> click and drag <
music Boris Brejcha - Gravity
(if audio doesn't start - stop, rewind and play)
",9
958,1.50,60.0 fps,420 x 236,20151110_VHS,69,FMS_Cat,2015-11-10,7483,wip,2
959,1.87,60.0 fps,420 x 236,Alien cocoons,151,XT95,2015-12-25,7469,"Trying to implement ""Approximating Translucency for a Fast, Cheap and Convincing Subsurface Scattering Look"" by Colin BarrÃ© Brisebois!
",20
960,1.74,59.9 fps,420 x 236,Bloodbath,36,mu6k,2014-06-08,7470,Bloodbath,6
961,2.13,60.0 fps,420 x 236,Film grain,84,jcant0n,2014-08-10,7484,Simple filter,0
962,1.18,60.0 fps,420 x 236,Fire!Fire!,170,zguerrero,2022-07-28,7477,"Fire experiment, fake fluid simulation.
click and drag to move the fireball",11
963,2.10,60.0 fps,420 x 236,Another Kaliset Mod,75,eiffie,2015-02-08,7462,Inspired by https://www.shadertoy.com/view/XtlGDH,3
964,1.07,60.0 fps,420 x 236,Simple Sin Wave,49,crazyheckman,2013-06-05,7465,Simple Sin wave distortion just to show the basics of shaders to one lonely man on the gamedev subreddit.,1
965,1.48,58.1 fps,420 x 236,Cube map to equirectangular map,28,BeRo,2014-09-13,7458,Cube map to equirectangular map converter example,2
966,1.15,60.0 fps,420 x 236,glitch2,42,Coolok,2017-06-21,7470,glitch2,8
967,2.53,60.0 fps,420 x 236,Digital Rain,79,WillKirkby,2018-02-16,7434,Quite happy with this one ,6
968,0.00,00.0 fps,420 x 236,[SH18]  Humanimation ,129,pellicus,2018-08-10,7398,"Imho, the animation is what defines a human-like thing  .
a mixamo anim exported to code . I was in holydays during all the time of the compo... too many ideas, too few minutes per day.. but thanks to my wife and my daughters i did somehitng!  ",28
969,0.71,60.0 fps,420 x 236,2D Quadratic Bezier,26,demofox,2015-05-20,7405,"Use mouse to control the green control point.
Using distance from each pixel to the quadratic bezier curve to render the curve.",4
970,0.00,00.0 fps,420 x 236,Phyllotaxes,129,tdhooper,2020-06-20,7393,4k executable graphics entry for Nova 2020,18
971,1.17,60.0 fps,420 x 236,A Fast Voxel Traversal Algorithm,67,paniq,2018-02-13,7404,"branchless 2D implementation/demo of ""A Fast Voxel Traversal Algorithm for Ray Tracing"" by Amanatides & Woo (http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.42.3443&rep=rep1&type=pdf)

Hold and drag the cursor to define a ray.",7
972,0.00,00.0 fps,420 x 236,Where the River Goes (+ PostFX),118,P_Malin,2016-02-19,7385,"Modification of https://www.shadertoy.com/view/Xl2XRW 
Now using multipass to add depth of field and (a small amount of) bloom.
Plus a couple of other tweaks",5
973,2.11,60.2 fps,420 x 236,Stateless Fight,115,iq,2018-12-24,7379,"No simulation or history used, all instant and pure procedural. It's really a remix of Repelling, but doing the collisions in their own pass and adding motion blur.",8
974,0.18,0.9 fps,420 x 236,Voronoi - metrics,132,iq,2014-02-04,7377,Changing the distance metric in voronoi patterns to get different shapes,14
975,0.00,00.0 fps,420 x 236,Orbital Flights,125,blackjero,2016-09-30,7368,"Mouse to look around. The camera switches every 30 seconds, there are currently 8 different paths.

It is meant to be slow pace / viewed at normal speed, but right arrow lets you fast forward.

",28
976,1.14,59.9 fps,420 x 236,[SH16C] Tron,72,davidbargo,2016-07-24,7361,"Win the opponent 5 times to win the game

In main screen select the game mode with the arrows and press ENTER to start playing
Player 1: Move with the arrows, SPACE for turbo
Player 2: Move with W, A, S, D and SHIFT for turbo
DEL to restart",16
977,0.76,59.6 fps,420 x 236,Screen space bump mapping,67,iq,2013-10-22,7359,Mikkelsen's technique for Bump Mapping Unparametrized Surfaces  (pretty much copy & pasted).,7
978,1.25,59.9 fps,420 x 236,Mobius Object,149,Shane,2016-12-22,7357,An abandoned Mobius object sitting on an abstract geometric terrain.,26
979,1.67,59.9 fps,420 x 236,Weird Thing,98,iq,2014-03-06,7357,Some broken experiment on something undefined,6
980,2.05,60.0 fps,420 x 236,Blobs,115,PauloFalcao,2013-02-15,7362,"Color blobs using 1/length for color value, changing makePoint function can give very cool results ;)",4
981,0.00,00.0 fps,420 x 236,Train Ride,65,dr2,2014-10-27,7354,Take a long trip through the mountains and enjoy the view.,9
982,2.68,60.0 fps,420 x 236,[2TC 15] old skool 3d driving,93,mattz,2015-01-24,7356,"Inspired by a recent perusal of http://www.extentofthejam.com/pseudo/ to see if I could fit this type of effect into the ""2 tweet"" challenge.",28
983,0.00,00.0 fps,420 x 236,Echeveria II,184,tdhooper,2020-02-27,7353,"This time I'm distributing leaves on a hemisphere. Using brute-force AO as the usual approach looks bad with this model; it's slow so you can toggle it with the define

GIF version",18
984,1.56,60.0 fps,420 x 236,Wordtoy,59,poljere,2016-01-05,7351,"A simple word processor in Shadertoy! 
The first pass ""Buffer A"" currently stores the total number of characters introduced as well as each character, the second pass ""Image"" reads texture ""Buffer A"" and renders the letters.",17
985,1.29,60.0 fps,420 x 236,Red Cells,111,P_Malin,2014-05-15,7351,"Some red blood cells on an adventure.
Click the mouse to rotate view.
(Works in VR Mode)",8
986,0.00,00.0 fps,420 x 236,Christmas Tree Star,82,TekF,2019-12-17,7348,"Remix of my Baubles shader.
Alternate versions:
More trees!
Bokeh & Fairy Lights",12
987,1.12,60.1 fps,420 x 236,Quasi Infinite Zoom Voronoi ,161,Shane,2015-10-05,7338,"This was inspired by Fabrice Neyret's ""Infinite Fall"" shader.",14
988,1.37,60.0 fps,420 x 236,Cave,41,iq,2014-10-28,7335,"A 2D texture effect really, made by applying TekF's ""Retro Parallax"" shader's technique (https://www.shadertoy.com/view/4sSGD1) to my ""Fly"" shader (https://www.shadertoy.com/view/XsX3Rn). Motion blur added for fun. No raymarching used for this.",3
989,1.75,60.0 fps,420 x 236,Clover Tree,85,iq,2014-04-15,7326,"Domain repetition. A (simple) clover shape is repeated over space. Clearly NOT the way to do it (super slow). I run out of instructions (and speed), so I couldn't add variation or detail or lighting really. But the basic technique is there.
",6
990,1.35,60.0 fps,420 x 236,ballpoint sketch,214,flockaroo,2018-03-08,7309,"ballpoint sketch style.
not very fast in fullscreen (at least for higher PNUM)
checkout a realtime version on shaderoo: https://shaderoo.org/?shader=yMP3J7",22
991,1.56,59.9 fps,420 x 236,VHS Distortion,35,drmelon,2014-01-23,7305,"My first ever shader! I really wanted to make some kind of TV distortion effect, and I think this accomplishes it just fine ",2
992,2.26,59.9 fps,420 x 236,Outline #1: Voxel tunnel,136,lsdlive,2018-05-14,7289,"This was my shader for the shader showdown at Outline demoparty 2018 for the first round.
Shader showdown is a live-coding competition where two participants are facing each other during 25 minutes.

I was a little bit nervous, but it turned out well :-)",15
993,0.94,60.0 fps,420 x 236,Deform - relief tunnel,48,iq,2013-01-14,7290,A 2D tunnel with fake relief,3
994,1.91,60.1 fps,420 x 236,Interactive Shoal of fish,228,iapafoto,2016-01-06,7287,"Use mouse click to frighten fishes      (keep mouse pressed)
Simple multipass example",28
995,1.93,60.0 fps,420 x 236,Overly satisfying,236,nimitz,2015-01-05,7280,"Saw this gif on imgur, thought it would be nice to have an implementation here. Also using this as an opportunity to show a thing I call ""triangle noise"". Try undefining line 9 to 13.",9
996,,,,,,,,,,
997,2.16,60.0 fps,420 x 236,Graph of zⁿ for varying n,18,Reedbeta,2017-11-27,7272,"Demonstration of how complex powers give multiple copies of the plane, squished into wedges about the origin. Animates n from 1 to 5 in steps.",2
998,2.62,60.1 fps,420 x 236,Fast edge detection,149,nimitz,2014-11-03,7260,"One thing to keep in mind: The edge detection is sensitive to degenerate or non-continuous SDFs (due to false positives), under-stepping can fix that.",9
999,0.77,61.3 fps,420 x 236,Jagged Plain,90,Shane,2015-09-16,7250,"Using relatively cheap functions to produce a sharp, jagged, surface with a fake glow.",10
1000,2.15,60.1 fps,420 x 236,Perlin noise fire shader,21,trinketMage,2021-02-01,7264,"Perlin Noise generation, fire shader after @febucci
https://www.febucci.com/2019/05/fire-shader/
Available on Cineshader here: https://cineshader.com/view/3tcBzH",1
1001,1.40,59.9 fps,420 x 236,Type 2 Supernova,129,Duke,2016-06-22,7246,Finally I found the time to finish this shader. It is a combination of Supernova remnant and Volumetric explosion shaders.,15
1002,0.54,62.6 fps,420 x 236,Wax (fake subsurface),123,TekF,2014-07-08,7235,"Another fake lighting trick with distance fields.>
Press: D - dark scene, S - toggle sub-surface, A,R - toggle occlusion, L - lens effects>
Mouse drag: move camera",13
1003,0.00,00.0 fps,420 x 236,Crossy Penguin [MIGJRV],171,RobotPenguin,2016-06-19,7223,"A tribute to Crossy Road, made by Hector Barreiro-Cabrera and Rosa Ma. Sanchez-Banderas as the 2nd assignment of the PGATR course (MIGJRV master, URJC). Crossy Road is a mobile game developed by Hipster Whale. All rights to their respective owners.",37
1004,1.80,60.0 fps,420 x 236,ice and fire,140,mattz,2017-06-15,7227,"I've been seeing lots of trendy triangle-based backgrounds and wallpapers over the past 2 years, and I never saw a Shadertoy version, so here's my take. Next step: terrain marching a similar pattern...",8
1005,1.94,59.9 fps,420 x 236,3 color gradient,10,sablezubaja,2019-05-21,7236,test - 2 ,8
1006,2.52,60.0 fps,420 x 236,Complex Bézier spline,25,Reedbeta,2017-10-10,7210,1D Bézier spline extended to the complex plane and animated,3
1007,1.64,60.0 fps,420 x 236,To the road of ribbon,84,XT95,2013-02-15,7205,A raymarched tunnel with a ribbon and a reflection pass,5
1008,0.71,62.9 fps,420 x 236,Bidirectional path tracing,42,reinder,2014-12-19,7198,"Yesterday, I found out about bidirectional path tracing. I didn't read the articles, but looked at the images and I tried to implement something myself. Therefore, I think most of the math will be incorrect - but it looks nice. Only diffuse lighting.",7
1009,1.25,59.9 fps,420 x 236,Subsurface lattice,169,noby,2019-08-06,7202,"Simple distance field with some pseudo-organic shading via half lambert and fake subsurface scattering. Super sampled (4x) so it's a bit slow.

(If the result looks just blue try F5-ing the page a few times, it's a shadertoy bug with the volume textures).",9
